ID,Count
257,23
258,26
259,20
260,13
261,12
262,14
263,23
264,14
265,23
266,25
267,49
268,13
269,29
270,47
271,19
272,32
273,6
274,32
275,25
276,20
277,17
278,30
279,16
280,16
281,7
282,35
283,26
284,17
285,20
286,9
287,18
288,16
289,6
290,17
291,33
292,40
293,21
294,13
295,28
296,26
297,16
298,24
299,19
300,16
301,18
302,13
303,28
304,29
305,7
306,8
307,15
308,19
309,15
310,15
311,4
312,3
313,18
314,7
315,18
316,34
317,30
318,11
319,47
320,19
321,17
322,22
323,10
324,24
325,6
326,9
327,14
328,19
329,14
330,22
331,19
332,33
333,6
334,19
335,22
336,6
337,24
338,15
339,16
340,26
341,10
342,7
343,9
344,10
345,21
346,22
347,31
348,47
349,17
350,33
351,24
352,20
353,26
354,25
355,22
356,34
357,12
358,16
359,31
360,24
361,34
362,22
363,22
364,29
365,23
366,17
367,21
368,30
369,17
370,30
371,18
372,19
373,18
374,17
375,30
376,17
377,23
378,11
379,13
380,16
381,15
382,22
383,21
384,27
385,39
386,28
387,21
388,5
389,34
390,20
391,25
392,17
393,27
394,15
395,18
396,27
397,21
398,27
399,23
400,26
401,30
402,26
403,32
404,11
405,18
406,18
407,20
408,29
409,13
410,27
411,12
412,12
413,4
414,17
415,23
416,13
417,34
418,33
419,38
420,20
421,21
422,25
423,18
424,16
425,14
426,13
427,22
428,13
429,15
430,25
431,38
432,6
433,15
434,13
435,21
436,19
437,22
438,24
439,23
440,17
441,39
442,27
443,12
444,21
445,7
446,7
447,15
448,22
449,36
450,23
451,19
452,14
453,4
454,6
455,12
456,41
457,12
458,15
459,19
460,17
461,20
462,17
463,29
464,16
465,23
466,14
467,7
468,12
469,24
470,20
471,19
472,19
473,10
474,21
475,21
476,21
477,29
478,27
479,50
480,18
481,7
482,13
483,18
484,4
485,30
486,15
487,9
488,11
489,35
490,30
491,27
492,16
493,6
494,23
495,11
496,20
497,13
498,14
499,7
500,15
501,4
502,18
503,7
504,26
505,18
506,10
507,13
508,29
509,14
510,15
511,22
512,14
513,13
514,27
515,13
516,13
517,6
518,26
519,9
520,15
521,15
522,19
523,31
524,37
525,43
526,19
527,27
528,34
529,41
530,11
531,23
532,13
533,13
534,21
535,29
536,28
537,18
538,37
539,22
540,18
541,21
542,23
543,19
544,38
545,25
546,16
547,21
548,25
549,19
550,34
551,31
552,40
553,19
554,30
555,15
556,13
557,16
558,18
559,7
560,36
561,26
562,10
563,25
564,47
565,42
566,21
567,17
568,11
569,14
570,16
571,13
572,17
573,12
574,23
575,26
576,19
577,28
578,10
579,12
580,37
581,17
582,28
583,19
584,11
585,20
586,30
587,26
588,22
589,40
590,12
591,48
592,16
593,14
594,34
595,25
596,8
597,21
598,24
599,17
600,29
601,35
602,13
603,25
604,13
605,23
606,18
607,13
608,34
609,1
610,24
611,23
612,14
613,24
614,15
615,18
616,16
617,12
618,19
619,33
620,22
621,26
622,23
623,29
624,26
625,34
626,8
627,39
628,10
629,30
630,16
631,21
632,30
633,33
634,35
635,35
636,7
637,19
638,24
639,34
640,10
641,24
642,18
643,24
644,2
645,1
646,24
647,15
648,1
649,17
650,17
651,1
652,32
653,19
654,35
655,2
656,14
657,22
658,12
659,15
660,25
661,32
662,10
663,31
664,14
665,21
666,18
667,25
668,9
669,24
670,20
671,33
672,30
673,16
674,21
675,23
676,19
677,17
678,21
679,15
680,30
681,21
682,11
683,20
684,20
685,20
686,24
687,20
688,28
689,24
690,25
691,26
692,46
693,22
694,29
695,17
696,33
697,5
698,31
699,20
700,33
701,30
702,35
703,27
704,11
705,16
706,16
707,15
708,11
709,20
710,10
711,14
712,34
713,28
714,27
715,30
716,18
717,35
718,19
719,36
720,30
721,30
722,15
723,16
724,33
725,23
726,29
727,42
728,30
729,22
730,25
731,24
732,20
733,24
734,25
735,20
736,34
737,31
738,38
739,26
740,17
741,13
742,27
743,18
744,32
745,22
746,14
747,15
748,36
749,36
750,13
751,27
752,23
753,9
754,17
755,30
756,26
757,12
758,23
759,11
760,7
761,38
762,23
763,30
764,14
765,35
766,13
767,23
768,19
769,31
770,29
771,12
772,31
773,35
774,19
775,12
776,32
777,24
778,6
779,13
780,20
781,32
782,29
783,37
784,7
785,10
786,30
787,27
788,30
789,29
790,40
791,20
792,21
793,30
794,40
795,22
796,13
797,14
798,25
799,17
800,12
801,15
802,5
803,33
804,22
805,20
806,19
807,20
808,46
809,15
810,4
811,36
812,27
813,31
814,25
815,27
816,20
817,8
818,14
819,7
820,32
821,11
822,32
823,36
824,7
825,32
826,20
827,14
828,14
829,19
830,23
831,22
832,26
833,16
834,12
835,13
836,12
837,18
838,21
839,37
840,17
841,34
842,13
843,32
844,41
845,32
846,20
847,15
848,29
849,18
850,23
851,25
852,13
853,8
854,24
855,15
856,17
857,18
858,13
859,44
860,7
861,24
862,21
863,17
864,20
865,22
866,18
867,20
868,31
869,7
870,36
871,35
872,11
873,2
874,40
875,29
876,10
877,30
878,28
879,43
880,13
881,30
882,20
883,19
884,32
885,28
886,13
887,25
888,21
889,35
890,26
891,7
892,26
893,27
894,5
895,10
896,30
897,44
898,12
899,25
900,19
901,18
902,33
903,27
904,36
905,56
906,29
907,13
908,31
909,19
910,12
911,5
912,13
913,7
914,7
915,21
916,25
917,8
918,20
919,17
920,11
921,25
922,22
923,15
924,23
925,18
926,23
927,27
928,27
929,30
930,9
931,14
932,24
933,20
934,18
935,13
936,15
937,13
938,8
939,21
940,10
941,9
942,17
943,5
944,12
945,8
946,16
947,14
948,26
949,26
950,20
951,23
952,23
953,15
954,24
955,28
956,23
957,21
958,35
959,18
960,19
961,26
962,28
963,29
964,33
965,20
966,18
967,15
968,23
969,15
970,14
971,29
972,21
973,10
974,16
975,29
976,44
977,29
978,33
979,28
980,36
981,22
982,12
983,14
984,21
985,15
986,24
987,21
988,10
989,12
990,20
991,26
992,16
993,36
994,9
995,16
996,16
997,28
998,18
999,13
1000,21
1001,21
1002,15
1003,18
1004,26
1005,15
1006,17
1007,15
1008,14
1009,16
1010,32
1011,42
1012,27
1013,15
1014,35
1015,56
1016,28
1017,23
1018,31
1019,32
1020,23
1021,14
1022,13
1023,10
1024,7
1025,19
1026,23
1027,7
1028,23
1029,22
1030,7
1031,23
1032,8
1033,15
1034,35
1035,11
1036,35
1037,19
1038,25
1039,8
1040,27
1041,17
1042,16
1043,6
1044,11
1045,31
1046,19
1047,4
1048,28
1049,28
1050,27
1051,38
1052,16
1053,15
1054,16
1055,38
1056,5
1057,15
1058,23
1059,15
1060,20
1061,34
1062,22
1063,6
1064,31
1065,16
1066,24
1067,9
1068,11
1069,24
1070,23
1071,6
1072,18
1073,31
1074,24
1075,17
1076,12
1077,27
1078,27
1079,6
1080,38
1081,15
1082,15
1083,18
1084,23
1085,32
1086,28
1087,19
1088,22
1089,13
1090,12
1091,14
1092,14
1093,36
1094,36
1095,21
1096,25
1097,7
1098,12
1099,14
1100,18
1101,3
1102,27
1103,44
1104,26
1105,25
1106,26
1107,38
1108,12
1109,12
1110,14
1111,7
1112,26
1113,37
1114,20
1115,35
1116,32
1117,43
1118,5
1119,38
1120,16
1121,25
1122,39
1123,21
1124,19
1125,27
1126,20
1127,10
1128,20
1129,24
1130,2
1131,11
1132,30
1133,12
1134,29
1135,17
1136,10
1137,11
1138,39
1139,10
1140,26
1141,9
1142,17
1143,20
1144,23
1145,18
1146,22
1147,28
1148,24
1149,5
1150,16
1151,20
1152,29
1153,21
1154,22
1155,30
1156,13
1157,12
1158,27
1159,15
1160,12
1161,7
1162,23
1163,19
1164,24
1165,18
1166,21
1167,21
1168,21
1169,31
1170,9
1171,18
1172,26
1173,44
1174,18
1175,25
1176,35
1177,31
1178,32
1179,37
1180,29
1181,32
1182,19
1183,36
1184,18
1185,40
1186,27
1187,10
1188,8
1189,16
1190,27
1191,16
1192,23
1193,27
1194,29
1195,22
1196,26
1197,30
1198,18
1199,27
1200,29
1201,21
1202,18
1203,21
1204,18
1205,12
1206,19
1207,14
1208,30
1209,16
1210,24
1211,22
1212,23
1213,13
1214,17
1215,21
1216,15
1217,21
1218,35
1219,9
1220,30
1221,18
1222,31
1223,22
1224,46
1225,32
1226,27
1227,13
1228,30
1229,10
1230,19
1231,18
1232,22
1233,21
1234,17
1235,16
1236,23
1237,21
1238,14
1239,39
1240,35
1241,15
1242,16
1243,37
1244,16
1245,13
1246,30
1247,33
1248,21
1249,13
1250,17
1251,27
1252,39
1253,22
1254,19
1255,29
1256,36
1257,36
1258,6
1259,34
1260,30
1261,18
1262,28
1263,12
1264,18
1265,19
1266,24
1267,18
1268,11
1269,31
1270,32
1271,24
1272,29
1273,24
1274,15
1275,22
1276,13
1277,26
1278,20
1279,10
1280,14
1281,25
1282,8
1283,10
1284,19
1285,8
1286,10
1287,29
1288,24
1289,27
1290,17
1291,14
1292,29
1293,6
1294,4
1295,18
1296,32
1297,30
1298,17
1299,24
1300,20
1301,23
1302,24
1303,10
1304,31
1305,20
1306,20
1307,35
1308,21
1309,27
1310,33
1311,23
1312,8
1313,24
1314,18
1315,19
1316,28
1317,27
1318,25
1319,21
1320,32
1321,27
1322,18
1323,37
1324,45
1325,17
1326,24
1327,17
1328,18
1329,21
1330,41
1331,8
1332,18
1333,38
1334,33
1335,15
1336,16
1337,15
1338,19
1339,29
1340,40
1341,21
1342,48
1343,30
1344,10
1345,23
1346,51
1347,21
1348,23
1349,42
1350,38
1351,14
1352,30
1353,6
1354,11
1355,32
1356,34
1357,9
1358,29
1359,33
1360,31
1361,29
1362,18
1363,28
1364,13
1365,30
1366,10
1367,20
1368,39
1369,35
1370,7
1371,19
1372,19
1373,25
1374,17
1375,5
1376,29
1377,27
1378,13
1379,15
1380,11
1381,32
1382,20
1383,24
1384,21
1385,6
1386,25
1387,21
1388,31
1389,11
1390,25
1391,11
1392,32
1393,23
1394,15
1395,20
1396,36
1397,8
1398,15
1399,5
1400,21
1401,12
1402,18
1403,6
1404,14
1405,8
1406,12
1407,11
1408,24
1409,21
1410,14
1411,27
1412,16
1413,25
1414,7
1415,28
1416,9
1417,6
1418,4
1419,4
1420,25
1421,6
1422,18
1423,19
1424,19
1425,21
1426,12
1427,23
1428,16
1429,14
1430,23
1431,24
1432,13
1433,7
1434,12
1435,15
1436,26
1437,12
1438,10
1439,22
1440,18
1441,8
1442,24
1443,17
1444,19
1445,18
1446,14
1447,6
1448,10
1449,17
1450,34
1451,15
1452,11
1453,21
1454,17
1455,21
1456,22
1457,34
1458,12
1459,12
1460,11
1461,19
1462,18
1463,2
1464,22
1465,23
1466,12
1467,17
1468,23
1469,12
1470,20
1471,11
1472,4
1473,13
1474,21
1475,23
1476,22
1477,23
1478,18
1479,22
1480,18
1481,19
1482,22
1483,12
1484,13
1485,10
1486,7
1487,6
1488,35
1489,20
1490,5
1491,15
1492,11
1493,30
1494,13
1495,18
1496,9
1497,23
1498,15
1499,2
1500,13
1501,14
1502,20
1503,30
1504,41
1505,19
1506,18
1507,15
1508,9
1509,23
1510,19
1511,25
1512,37
1513,19
1514,17
1515,10
1516,33
1517,37
1518,21
1519,11
1520,2
1521,29
1522,21
1523,33
1524,27
1525,29
1526,24
1527,7
1528,31
1529,9
1530,11
1531,13
1532,20
1533,48
1534,35
1535,18
1536,8
1537,22
1538,18
1539,31
1540,14
1541,43
1542,24
1543,22
1544,21
1545,30
1546,21
1547,17
1548,27
1549,15
1550,3
1551,16
1552,12
1553,3
1554,17
1555,22
1556,29
1557,17
1558,12
1559,24
1560,30
1561,18
1562,22
1563,31
1564,16
1565,14
1566,19
1567,14
1568,29
1569,11
1570,28
1571,21
1572,5
1573,25
1574,27
1575,25
1576,9
1577,13
1578,26
1579,18
1580,11
1581,19
1582,31
1583,11
1584,12
1585,32
1586,19
1587,17
1588,28
1589,40
1590,11
1591,21
1592,17
1593,25
1594,5
1595,12
1596,12
1597,26
1598,17
1599,26
1600,20
1601,25
1602,13
1603,18
1604,50
1605,21
1606,7
1607,30
1608,31
1609,22
1610,32
1611,19
1612,16
1613,14
1614,21
1615,13
1616,13
1617,22
1618,23
1619,12
1620,3
1621,20
1622,11
1623,18
1624,7
1625,38
1626,10
1627,16
1628,30
1629,9
1630,24
1631,20
1632,16
1633,30
1634,42
1635,17
1636,4
1637,16
1638,7
1639,2
1640,2
1641,15
1642,9
1643,32
1644,27
1645,10
1646,18
1647,12
1648,7
1649,29
1650,35
1651,19
1652,7
1653,17
1654,6
1655,20
1656,21
1657,3
1658,29
1659,14
1660,11
1661,7
1662,12
1663,5
1664,9
1665,26
1666,12
1667,2
1668,26
1669,11
1670,12
1671,12
1672,10
1673,13
1674,7
1675,18
1676,3
1677,15
1678,15
1679,2
1680,19
1681,17
1682,6
1683,2
1684,8
1685,18
1686,8
1687,8
1688,20
1689,11
1690,13
1691,9
1692,4
1693,20
1694,9
1695,4
1696,4
1697,11
1698,26
1699,18
1700,13
1701,13
1702,10
1703,7
1704,11
1705,20
1706,3
1707,11
1708,18
1709,17
1710,16
1711,4
1712,19
1713,12
1714,38
1715,13
1716,11
1717,14
1718,22
1719,1
1720,21
1721,12
1722,13
1723,17
1724,22
1725,18
1726,17
1727,2
1728,39
1729,17
1730,9
1731,11
1732,28
1733,14
1734,23
1735,2
1736,8
1737,31
1738,13
1739,18
1740,7
1741,2
1742,34
1743,29
1744,13
1745,10
1746,23
1747,16
1748,14
1749,15
1750,3
1751,20
1752,15
1753,15
1754,20
1755,11
1756,29
1757,16
1758,13
1759,5
1760,2
1761,18
1762,3
1763,6
1764,13
1765,9
1766,5
1767,15
1768,5
1769,8
1770,18
1771,18
1772,13
1773,21
1774,7
1775,30
1776,19
1777,10
1778,35
1779,11
1780,7
1781,9
1782,10
1783,6
1784,33
1785,14
1786,2
1787,2
1788,31
1789,23
1790,20
1791,32
1792,22
1793,30
1794,7
1795,33
1796,22
1797,44
1798,14
1799,38
1800,34
1801,20
1802,3
1803,2
1804,10
1805,2
1806,10
1807,16
1808,19
1809,18
1810,14
1811,18
1812,31
1813,20
1814,12
1815,25
1816,27
1817,20
1818,10
1819,26
1820,28
1821,12
1822,21
1823,26
1824,18
1825,12
1826,34
1827,16
1828,31
1829,33
1830,21
1831,19
1832,6
1833,18
1834,9
1835,25
1836,6
1837,14
1838,17
1839,10
1840,28
1841,10
1842,17
1843,26
1844,8
1845,19
1846,15
1847,14
1848,21
1849,15
1850,33
1851,8
1852,24
1853,23
1854,10
1855,23
1856,4
1857,17
1858,29
1859,16
1860,16
1861,21
1862,22
1863,16
1864,25
1865,15
1866,15
1867,19
1868,33
1869,7
1870,25
1871,19
1872,8
1873,4
1874,34
1875,7
1876,11
1877,8
1878,41
1879,6
1880,15
1881,18
1882,50
1883,6
1884,18
1885,2
1886,3
1887,12
1888,2
1889,17
1890,17
1891,6
1892,1
1893,2
1894,14
1895,1
1896,6
1897,9
1898,9
1899,48
1900,2
1901,15
1902,12
1903,3
1904,20
1905,28
1906,5
1907,8
1908,12
1909,3
1910,24
1911,11
1912,5
1913,54
1914,7
1915,20
1916,21
1917,3
1918,15
1919,15
1920,1
1921,27
1922,8
1923,5
1924,12
1925,18
1926,4
1927,6
1928,13
1929,18
1930,4
1931,6
1932,2
1933,18
1934,20
1935,6
1936,32
1937,20
1938,10
1939,19
1940,34
1941,16
1942,10
1943,25
1944,14
1945,7
1946,8
1947,7
1948,30
1949,10
1950,35
1951,26
1952,27
1953,20
1954,38
1955,26
1956,27
1957,22
1958,25
1959,17
1960,5
1961,22
1962,18
1963,24
1964,25
1965,30
1966,13
1967,44
1968,28
1969,18
1970,8
1971,20
1972,15
1973,13
1974,32
1975,4
1976,14
1977,10
1978,30
1979,20
1980,20
1981,17
1982,15
1983,42
1984,19
1985,31
1986,16
1987,29
1988,48
1989,21
1990,29
1991,34
1992,14
1993,15
1994,20
1995,15
1996,23
1997,31
1998,10
1999,6
2000,8
2001,24
2002,19
2003,3
2004,30
2005,17
2006,29
2007,21
2008,17
2009,32
2010,19
2011,20
2012,14
2013,21
2014,31
2015,19
2016,17
2017,26
2018,28
2019,42
2020,20
2021,49
2022,27
2023,26
2024,2
2025,11
2026,30
2027,9
2028,47
2029,33
2030,29
2031,37
2032,25
2033,30
2034,25
2035,17
2036,27
2037,35
2038,37
2039,51
2040,26
2041,18
2042,10
2043,36
2044,21
2045,27
2046,28
2047,8
2048,10
2049,6
2050,2
2051,10
2052,4
2053,7
2054,5
2055,9
2056,4
2057,15
2058,3
2059,8
2060,2
2061,8
2062,3
2063,7
2064,3
2065,5
2066,3
2067,9
2068,2
2069,6
2070,3
2071,7
2072,1
2073,14
2074,4
2075,15
2076,3
2077,13
2078,1
2079,32
2080,5
2081,10
2082,1
2083,19
2084,5
2085,14
2086,4
2087,9
2088,8
2089,9
2090,8
2091,12
2092,3
2093,15
2094,7
2095,16
2096,36
2097,20
2098,7
2099,30
2100,11
2101,5
2102,6
2103,14
2104,17
2105,31
2106,20
2107,20
2108,19
2109,15
2110,17
2111,12
2112,39
2113,21
2114,12
2115,24
2116,23
2117,20
2118,23
2119,30
2120,12
2121,16
2122,13
2123,3
2124,21
2125,12
2126,11
2127,12
2128,9
2129,18
2130,32
2131,18
2132,13
2133,25
2134,13
2135,29
2136,27
2137,17
2138,6
2139,2
2140,23
2141,6
2142,7
2143,4
2144,9
2145,10
2146,35
2147,13
2148,17
2149,18
2150,24
2151,25
2152,16
2153,33
2154,14
2155,10
2156,19
2157,18
2158,21
2159,5
2160,42
2161,16
2162,24
2163,31
2164,13
2165,22
2166,15
2167,3
2168,16
2169,19
2170,13
2171,7
2172,21
2173,10
2174,10
2175,16
2176,29
2177,13
2178,17
2179,19
2180,28
2181,12
2182,34
2183,27
2184,8
2185,29
2186,27
2187,10
2188,2
2189,28
2190,21
2191,16
2192,37
2193,16
2194,40
2195,31
2196,3
2197,30
2198,20
2199,15
2200,15
2201,14
2202,13
2203,11
2204,33
2205,16
2206,22
2207,40
2208,24
2209,14
2210,0
2211,1
2212,25
2213,13
2214,16
2215,25
2216,9
2217,23
2218,7
2219,24
2220,22
2221,43
2222,12
2223,22
2224,30
2225,34
2226,20
2227,13
2228,21
2229,20
2230,19
2231,17
2232,17
2233,14
2234,21
2235,27
2236,26
2237,13
2238,8
2239,19
2240,29
2241,16
2242,22
2243,22
2244,20
2245,25
2246,21
2247,17
2248,22
2249,53
2250,27
2251,9
2252,11
2253,21
2254,24
2255,18
2256,15
2257,27
2258,33
2259,8
2260,7
2261,13
2262,35
2263,18
2264,34
2265,20
2266,23
2267,22
2268,9
2269,29
2270,33
2271,17
2272,22
2273,29
2274,6
2275,18
2276,18
2277,20
2278,4
2279,21
2280,28
2281,14
2282,31
2283,11
2284,22
2285,26
2286,7
2287,2
2288,14
2289,27
2290,20
2291,23
2292,5
2293,15
2294,10
2295,22
2296,17
2297,11
2298,18
2299,22
2300,10
2301,17
2302,26
2303,11
2304,21
2305,2
2306,3
2307,2
2308,23
2309,21
2310,19
2311,19
2312,32
2313,32
2314,26
2315,30
2316,17
2317,17
2318,40
2319,11
2320,19
2321,21
2322,33
2323,5
2324,30
2325,8
2326,15
2327,29
2328,16
2329,19
2330,17
2331,18
2332,17
2333,8
2334,43
2335,16
2336,15
2337,18
2338,9
2339,10
2340,17
2341,29
2342,20
2343,19
2344,16
2345,5
2346,13
2347,15
2348,14
2349,7
2350,22
2351,19
2352,29
2353,29
2354,11
2355,28
2356,31
2357,35
2358,8
2359,30
2360,25
2361,15
2362,8
2363,22
2364,14
2365,26
2366,20
2367,13
2368,19
2369,4
2370,31
2371,20
2372,25
2373,14
2374,21
2375,3
2376,11
2377,21
2378,14
2379,10
2380,15
2381,33
2382,38
2383,29
2384,25
2385,23
2386,9
2387,18
2388,42
2389,7
2390,32
2391,3
2392,12
2393,25
2394,33
2395,3
2396,16
2397,20
2398,22
2399,6
2400,18
2401,33
2402,29
2403,6
2404,14
2405,11
2406,7
2407,6
2408,12
2409,29
2410,9
2411,20
2412,9
2413,22
2414,28
2415,11
2416,11
2417,21
2418,14
2419,32
2420,27
2421,24
2422,27
2423,13
2424,18
2425,22
2426,23
2427,23
2428,18
2429,36
2430,29
2431,20
2432,17
2433,25
2434,15
2435,24
2436,19
2437,14
2438,16
2439,22
2440,2
2441,24
2442,3
2443,2
2444,17
2445,2
2446,23
2447,22
2448,15
2449,7
2450,39
2451,36
2452,15
2453,33
2454,10
2455,24
2456,19
2457,8
2458,23
2459,11
2460,19
2461,3
2462,15
2463,14
2464,27
2465,27
2466,21
2467,19
2468,5
2469,27
2470,6
2471,7
2472,35
2473,24
2474,25
2475,15
2476,16
2477,14
2478,20
2479,29
2480,18
2481,36
2482,26
2483,15
2484,13
2485,23
2486,36
2487,4
2488,21
2489,17
2490,47
2491,38
2492,14
2493,16
2494,12
2495,4
2496,11
2497,36
2498,34
2499,27
2500,18
2501,50
2502,39
2503,19
2504,27
2505,26
2506,6
2507,28
2508,34
2509,22
2510,32
2511,37
2512,16
2513,29
2514,18
2515,11
2516,25
2517,27
2518,19
2519,16
2520,31
2521,27
2522,12
2523,15
2524,24
2525,22
2526,21
2527,17
2528,22
2529,23
2530,9
2531,17
2532,22
2533,31
2534,20
2535,10
2536,20
2537,12
2538,12
2539,19
2540,17
2541,13
2542,20
2543,16
2544,22
2545,8
2546,1
2547,5
2548,15
2549,12
2550,20
2551,13
2552,13
2553,5
2554,19
2555,31
2556,9
2557,15
2558,31
2559,20
2560,21
2561,9
2562,12
2563,20
2564,20
2565,20
2566,18
2567,8
2568,11
2569,8
2570,8
2571,28
2572,33
2573,9
2574,28
2575,23
2576,24
2577,18
2578,31
2579,15
2580,45
2581,2
2582,37
2583,37
2584,19
2585,6
2586,7
2587,14
2588,13
2589,9
2590,10
2591,12
2592,25
2593,18
2594,20
2595,13
2596,25
2597,24
2598,16
2599,23
2600,8
2601,14
2602,9
2603,8
2604,12
2605,30
2606,19
2607,26
2608,25
2609,9
2610,11
2611,20
2612,27
2613,34
2614,18
2615,17
2616,23
2617,20
2618,8
2619,24
2620,25
2621,18
2622,20
2623,23
2624,23
2625,24
2626,37
2627,21
2628,12
2629,35
2630,23
2631,27
2632,24
2633,6
2634,12
2635,9
2636,28
2637,16
2638,31
2639,10
2640,15
2641,41
2642,17
2643,3
2644,21
2645,28
2646,36
2647,40
2648,7
2649,10
2650,30
2651,9
2652,18
2653,31
2654,14
2655,22
2656,27
2657,17
2658,9
2659,19
2660,19
2661,37
2662,25
2663,30
2664,12
2665,23
2666,22
2667,16
2668,19
2669,20
2670,6
2671,6
2672,30
2673,16
2674,22
2675,35
2676,6
2677,18
2678,6
2679,7
2680,16
2681,15
2682,6
2683,14
2684,13
2685,13
2686,29
2687,13
2688,6
2689,11
2690,7
2691,2
2692,4
2693,3
2694,14
2695,6
2696,3
2697,16
2698,3
2699,9
2700,4
2701,9
2702,2
2703,13
2704,8
2705,14
2706,8
2707,5
2708,5
2709,7
2710,9
2711,17
2712,28
2713,19
2714,4
2715,6
2716,5
2717,4
2718,10
2719,13
2720,13
2721,38
2722,5
2723,23
2724,29
2725,13
2726,7
2727,23
2728,14
2729,5
2730,15
2731,5
2732,6
2733,6
2734,2
2735,26
2736,24
2737,8
2738,10
2739,7
2740,20
2741,11
2742,14
2743,10
2744,17
2745,25
2746,9
2747,10
2748,27
2749,5
2750,9
2751,14
2752,9
2753,4
2754,29
2755,43
2756,27
2757,12
2758,41
2759,33
2760,41
2761,25
2762,23
2763,24
2764,18
2765,22
2766,19
2767,16
2768,15
2769,9
2770,15
2771,20
2772,13
2773,15
2774,35
2775,14
2776,7
2777,29
2778,41
2779,19
2780,16
2781,19
2782,22
2783,27
2784,14
2785,19
2786,21
2787,15
2788,10
2789,21
2790,17
2791,16
2792,28
2793,30
2794,17
2795,29
2796,23
2797,21
2798,3
2799,5
2800,2
2801,4
2802,3
2803,2
2804,4
2805,6
2806,11
2807,21
2808,11
2809,16
2810,13
2811,16
2812,24
2813,10
2814,23
2815,18
2816,23
2817,32
2818,12
2819,19
2820,34
2821,39
2822,16
2823,15
2824,17
2825,9
2826,29
2827,12
2828,14
2829,9
2830,43
2831,9
2832,4
2833,10
2834,11
2835,14
2836,23
2837,11
2838,14
2839,22
2840,31
2841,8
2842,16
2843,22
2844,35
2845,8
2846,5
2847,14
2848,18
2849,22
2850,16
2851,23
2852,20
2853,12
2854,17
2855,22
2856,23
2857,30
2858,25
2859,13
2860,6
2861,11
2862,8
2863,43
2864,10
2865,12
2866,35
2867,16
2868,10
2869,36
2870,36
2871,24
2872,40
2873,16
2874,5
2875,13
2876,25
2877,9
2878,23
2879,32
2880,77
2881,12
2882,15
2883,32
2884,24
2885,39
2886,26
2887,14
2888,13
2889,24
2890,9
2891,12
2892,20
2893,33
2894,35
2895,27
2896,28
2897,35
2898,20
2899,24
2900,19
2901,19
2902,3
2903,8
2904,18
2905,32
2906,19
2907,25
2908,21
2909,16
2910,27
2911,27
2912,32
2913,19
2914,11
2915,18
2916,36
2917,21
2918,22
2919,53
2920,11
2921,34
2922,34
2923,40
2924,10
2925,17
2926,6
2927,14
2928,15
2929,21
2930,16
2931,15
2932,14
2933,5
2934,9
2935,7
2936,7
2937,6
2938,3
2939,8
2940,4
2941,5
2942,15
2943,7
2944,4
2945,12
2946,3
2947,13
2948,20
2949,32
2950,25
2951,23
2952,15
2953,25
2954,23
2955,23
2956,32
2957,15
2958,24
2959,44
2960,31
2961,28
2962,19
2963,19
2964,34
2965,7
2966,21
2967,15
2968,18
2969,26
2970,31
2971,29
2972,27
2973,35
2974,24
2975,15
2976,33
2977,15
2978,28
2979,34
2980,16
2981,5
2982,20
2983,8
2984,17
2985,16
2986,8
2987,28
2988,14
2989,18
2990,9
2991,29
2992,18
2993,18
2994,11
2995,26
2996,31
2997,5
